plotID,datetime,SM_10,SM_20
AEG45,3437,NA,NA
AEG45,3438,NA,NA
AEG45,3439,NA,NA
AEG45,3440,NA,NA
AEG45,3441,NA,NA
AEG45,3442,NA,NA
AEG45,3443,NA,NA
AEG45,3444,NA,NA
AEG45,3445,NA,NA
AEG45,3446,NA,NA
AEG45,3447,NA,NA
AEG45,3448,NA,NA
AEG45,3449,NA,NA
AEG45,3450,NA,NA
AEG45,3451,NA,NA
AEG45,3452,NA,NA
AEG45,3453,NA,NA
AEG45,3454,NA,NA
AEG45,3455,NA,NA
AEG45,3456,NA,NA
AEG45,3457,NA,NA
AEG45,3458,NA,NA
AEG45,3459,NA,NA
AEG45,3460,NA,NA
AEG45,3461,NA,NA
AEG45,3462,NA,NA
AEG45,3463,NA,NA
AEG45,3464,NA,NA
AEG45,3465,NA,NA
AEG45,3466,NA,NA
AEG45,3467,NA,NA
AEG45,3468,NA,NA
AEG45,3469,NA,NA
AEG45,3470,NA,NA
AEG45,3471,NA,NA
AEG45,3472,NA,NA
AEG45,3473,NA,NA
AEG45,3474,NA,NA
AEG45,3475,NA,NA
AEG45,3476,NA,NA
AEG45,3477,NA,NA
AEG45,3478,NA,NA
AEG45,3479,NA,NA
AEG45,3480,NA,NA
AEG45,3481,NA,NA
AEG45,3482,NA,NA
AEG45,3483,NA,NA
AEG45,3484,NA,NA
AEG45,3485,NA,NA
AEG45,3486,NA,NA
AEG45,3487,NA,NA
AEG45,3488,NA,NA
AEG45,3489,NA,NA
AEG45,3490,NA,NA
AEG45,3491,NA,NA
AEG45,3492,NA,NA
AEG45,3493,NA,NA
AEG45,3494,NA,NA
AEG45,3495,NA,NA
AEG45,3496,NA,NA
AEG45,3497,NA,NA
AEG45,3498,NA,NA
AEG45,3499,NA,NA
AEG45,3500,NA,NA
AEG45,3501,NA,NA
AEG45,3502,NA,NA
AEG45,3503,NA,NA
AEG45,3504,NA,NA
AEG45,3505,NA,NA
AEG45,3506,NA,NA
AEG45,3507,NA,NA
AEG45,3508,NA,NA
AEG45,3509,NA,NA
AEG45,3510,NA,NA
AEG45,3511,NA,NA
AEG45,3512,NA,NA
AEG45,3513,NA,NA
AEG45,3514,NA,NA
AEG45,3515,NA,NA
AEG45,3516,NA,NA
AEG45,3517,NA,NA
AEG45,3518,NA,NA
AEG45,3519,NA,NA
AEG45,3520,NA,NA
AEG45,3521,NA,NA
AEG45,3522,NA,NA
AEG45,3523,NA,NA
AEG45,3524,NA,NA
AEG45,3525,NA,NA
AEG45,3526,NA,NA
AEG45,3527,NA,NA
AEG45,3528,NA,NA
AEG45,3529,NA,NA
AEG45,3530,NA,NA
AEG45,3531,NA,NA
AEG45,3532,NA,NA
AEG45,3533,NA,NA
AEG45,3534,NA,NA
AEG45,3535,NA,NA
AEG45,3536,NA,NA
AEG45,3537,NA,NA
AEG45,3538,NA,NA
AEG45,3539,NA,NA
AEG45,3540,NA,NA
AEG45,3541,NA,NA
AEG45,3542,NA,NA
AEG45,3543,NA,NA
AEG45,3544,NA,NA
AEG45,3545,NA,NA
AEG45,3546,NA,NA
AEG45,3547,NA,NA
AEG45,3548,NA,NA
AEG45,3549,NA,NA
AEG45,3550,NA,NA
AEG45,3551,NA,NA
AEG45,3552,NA,NA
AEG45,3553,NA,NA
AEG45,3554,NA,NA
AEG45,3555,NA,NA
AEG45,3556,NA,NA
AEG45,3557,NA,NA
AEG45,3558,NA,NA
AEG45,3559,NA,NA
AEG45,3560,NA,NA
AEG45,3561,NA,NA
AEG45,3562,NA,NA
AEG45,3563,NA,NA
AEG45,3564,NA,NA
AEG45,3565,NA,NA
AEG45,3566,NA,NA
AEG45,3567,NA,NA
AEG45,3568,NA,NA
AEG45,3569,NA,NA
AEG45,3570,NA,NA
AEG45,3571,NA,NA
AEG45,3572,NA,NA
AEG45,3573,NA,NA
AEG45,3574,NA,NA
AEG45,3575,NA,NA
AEG45,3576,NA,NA
AEG45,3577,NA,NA
AEG45,3578,NA,NA
AEG45,3579,NA,NA
AEG45,3580,NA,NA
AEG45,3581,NA,NA
AEG45,3582,NA,NA
AEG45,3583,NA,NA
AEG45,3584,NA,NA
AEG45,3585,NA,NA
AEG45,3586,NA,NA
AEG45,3587,NA,NA
AEG45,3588,NA,NA
AEG45,3589,NA,NA
AEG45,3590,NA,NA
AEG45,3591,NA,NA
AEG45,3592,NA,NA
AEG45,3593,NA,NA
AEG45,3594,NA,NA
AEG45,3595,NA,NA
AEG45,3596,NA,NA
AEG45,3597,NA,NA
AEG45,3598,NA,NA
AEG45,3599,NA,NA
AEG45,3600,NA,NA
AEG45,3601,NA,NA
AEG45,3602,NA,NA
AEG45,3603,NA,NA
AEG45,3604,NA,NA
AEG45,3605,NA,NA
AEG45,3606,NA,NA
AEG45,3607,NA,NA
AEG45,3608,NA,NA
AEG45,3609,NA,NA
AEG45,3610,NA,NA
AEG45,3611,NA,NA
AEG45,3612,NA,NA
AEG45,3613,NA,NA
AEG45,3614,NA,NA
AEG45,3615,NA,NA
AEG45,3616,NA,NA
AEG45,3617,NA,NA
AEG45,3618,NA,NA
AEG45,3619,NA,NA
AEG45,3620,NA,NA
AEG45,3621,NA,NA
AEG45,3622,NA,NA
AEG45,3623,NA,NA
AEG45,3624,NA,NA
AEG45,3625,NA,NA
AEG45,3626,NA,NA
AEG45,3627,NA,NA
AEG45,3628,NA,NA
AEG45,3629,NA,NA
AEG45,3630,NA,NA
AEG45,3631,NA,NA
AEG45,3632,NA,NA
AEG45,3633,NA,NA
AEG45,3634,NA,NA
AEG45,3635,NA,NA
AEG45,3636,NA,NA
AEG45,3637,NA,NA
AEG45,3638,NA,NA
AEG45,3639,NA,NA
AEG45,3640,NA,NA
AEG45,3641,NA,NA
AEG45,3642,NA,NA
AEG45,3643,NA,NA
AEG45,3644,NA,NA
AEG45,3645,NA,NA
AEG45,3646,NA,NA
AEG45,3647,NA,NA
AEG45,3648,NA,NA
AEG45,3649,NA,NA
AEG45,3650,NA,NA
AEG45,3651,NA,NA
AEG45,3652,NA,NA
AEG45,3653,NA,NA
AEG45,3654,NA,NA
AEG45,3655,NA,NA
AEG45,3656,NA,NA
AEG45,3657,NA,NA
AEG45,3658,NA,NA
AEG45,3659,NA,NA
AEG45,3660,NA,NA
AEG45,3661,NA,NA
AEG45,3662,NA,NA
AEG45,3663,NA,NA
AEG45,3664,NA,NA
AEG45,3665,NA,NA
AEG45,3666,NA,NA
AEG45,3667,NA,NA
AEG45,3668,NA,NA
AEG45,3669,NA,NA
AEG45,3670,NA,NA
AEG45,3671,NA,NA
AEG45,3672,NA,NA
AEG45,3673,NA,NA
AEG45,3674,NA,NA
AEG45,3675,NA,NA
AEG45,3676,NA,NA
AEG45,3677,NA,NA
AEG45,3678,NA,NA
AEG45,3679,NA,NA
AEG45,3680,NA,NA
AEG45,3681,NA,NA
AEG45,3682,NA,NA
AEG45,3683,NA,NA
AEG45,3684,NA,NA
AEG45,3685,NA,NA
AEG45,3686,NA,NA
AEG45,3687,NA,NA
AEG45,3688,NA,NA
AEG45,3689,NA,NA
AEG45,3690,NA,NA
AEG45,3691,NA,NA
AEG45,3692,NA,NA
AEG45,3693,NA,NA
AEG45,3694,NA,NA
AEG45,3695,NA,NA
AEG45,3696,NA,NA
AEG45,3697,NA,NA
AEG45,3698,NA,NA
AEG45,3699,NA,NA
AEG45,3700,NA,NA
AEG45,3701,NA,NA
AEG45,3702,NA,NA
AEG45,3703,NA,NA
AEG45,3704,NA,NA
AEG45,3705,NA,NA
AEG45,3706,NA,NA
AEG45,3707,NA,NA
AEG45,3708,NA,NA
AEG45,3709,NA,NA
AEG45,3710,NA,NA
AEG45,3711,NA,NA
AEG45,3712,NA,NA
AEG45,3713,NA,NA
AEG45,3714,NA,NA
AEG45,3715,NA,NA
AEG45,3716,NA,NA
AEG45,3717,NA,NA
AEG45,3718,NA,NA
AEG45,3719,NA,NA
AEG45,3720,NA,NA
AEG45,3721,NA,NA
AEG45,3722,NA,NA
AEG45,3723,NA,NA
AEG45,3724,NA,NA
AEG45,3725,NA,NA
AEG45,3726,NA,NA
AEG45,3727,NA,NA
AEG45,3728,NA,NA
AEG45,3729,NA,NA
AEG45,3730,NA,NA
AEG45,3731,NA,NA
AEG45,3732,NA,NA
AEG45,3733,NA,NA
AEG45,3734,NA,NA
AEG45,3735,NA,NA
AEG45,3736,NA,NA
AEG45,3737,NA,NA
AEG45,3738,NA,NA
AEG45,3739,NA,NA
AEG45,3740,NA,NA
AEG45,3741,NA,NA
AEG45,3742,NA,NA
AEG45,3743,NA,NA
AEG45,3744,NA,NA
AEG45,3745,NA,NA
AEG45,3746,NA,NA
AEG45,3747,NA,NA
AEG45,3748,NA,NA
AEG45,3749,NA,NA
AEG45,3750,NA,NA
AEG45,3751,NA,NA
AEG45,3752,NA,NA
AEG45,3753,NA,NA
AEG45,3754,NA,NA
AEG45,3755,NA,NA
AEG45,3756,NA,NA
AEG45,3757,NA,NA
AEG45,3758,NA,NA
AEG45,3759,NA,NA
AEG45,3760,NA,NA
AEG45,3761,NA,NA
AEG45,3762,NA,NA
AEG45,3763,NA,NA
AEG45,3764,NA,NA
AEG45,3765,NA,NA
AEG45,3766,NA,NA
AEG45,3767,NA,NA
AEG45,3768,NA,NA
AEG45,3769,NA,NA
AEG45,3770,NA,NA
AEG45,3771,NA,NA
AEG45,3772,NA,NA
AEG45,3773,NA,NA
AEG45,3774,NA,NA
AEG45,3775,NA,NA
AEG45,3776,NA,NA
AEG45,3777,NA,NA
AEG45,3778,NA,NA
AEG45,3779,NA,NA
AEG45,3780,NA,NA
AEG45,3781,NA,NA
AEG45,3782,NA,NA
AEG45,3783,NA,NA
AEG45,3784,NA,NA
AEG45,3785,NA,NA
AEG45,3786,NA,NA
AEG45,3787,NA,NA
AEG45,3788,NA,NA
AEG45,3789,NA,NA
AEG45,3790,NA,NA
AEG45,3791,NA,NA
AEG45,3792,NA,NA
AEG45,3793,NA,NA
AEG45,3794,NA,NA
AEG45,3795,NA,NA
AEG45,3796,NA,NA
AEG45,3797,NA,NA
AEG45,3798,NA,NA
AEG45,3799,NA,NA
AEG45,3800,NA,NA
AEG45,3801,NA,NA
AEG45,3802,NA,NA
AEG45,3803,NA,NA
AEG45,3804,NA,NA
AEG45,3805,NA,NA
AEG45,3806,NA,NA
AEG45,3807,NA,NA
AEG45,3808,NA,NA
AEG45,3809,NA,NA
AEG45,3810,NA,NA
AEG45,3811,NA,NA
AEG45,3812,NA,NA
AEG45,3813,NA,NA
AEG45,3814,NA,NA
AEG45,3815,NA,NA
AEG45,3816,NA,NA
AEG45,3817,NA,NA
AEG45,3818,NA,NA
AEG45,3819,NA,NA
AEG45,3820,NA,NA
AEG45,3821,NA,NA
AEG45,3822,NA,NA
AEG45,3823,NA,NA
AEG45,3824,NA,NA
AEG45,3825,NA,NA
AEG45,3826,NA,NA
AEG45,3827,NA,NA
AEG45,3828,NA,NA
AEG45,3829,NA,NA
AEG45,3830,NA,NA
AEG45,3831,NA,NA
AEG45,3832,NA,NA
AEG45,3833,NA,NA
AEG45,3834,NA,NA
AEG45,3835,NA,NA
AEG45,3836,NA,NA
AEG45,3837,NA,NA
AEG45,3838,NA,NA
AEG45,3839,NA,NA
AEG45,3840,NA,NA
AEG45,3841,NA,NA
AEG45,3842,NA,NA
AEG45,3843,NA,NA
AEG45,3844,NA,NA
AEG45,3845,NA,NA
AEG45,3846,NA,NA
AEG45,3847,NA,NA
AEG45,3848,NA,NA
AEG45,3849,NA,NA
AEG45,3850,NA,NA
AEG45,3851,NA,NA
AEG45,3852,NA,NA
AEG45,3853,NA,NA
AEG45,3854,NA,NA
AEG45,3855,NA,NA
AEG45,3856,NA,NA
AEG45,3857,NA,NA
AEG45,3858,NA,NA
AEG45,3859,NA,NA
AEG45,3860,NA,NA
AEG45,3861,NA,NA
AEG45,3862,NA,NA
AEG45,3863,NA,NA
AEG45,3864,NA,NA
AEG45,3865,NA,NA
AEG45,3866,NA,NA
AEG45,3867,NA,NA
AEG45,3868,NA,NA
AEG45,3869,NA,NA
AEG45,3870,NA,NA
AEG45,3871,NA,NA
AEG45,3872,NA,NA
AEG45,3873,NA,NA
AEG45,3874,NA,NA
AEG45,3875,NA,NA
AEG45,3876,NA,NA
AEG45,3877,NA,NA
AEG45,3878,NA,NA
AEG45,3879,NA,NA
AEG45,3880,NA,NA
AEG45,3881,NA,NA
AEG45,3882,NA,NA
AEG45,3883,NA,NA
AEG45,3884,NA,NA
AEG45,3885,NA,NA
AEG45,3886,NA,NA
AEG45,3887,NA,NA
AEG45,3888,NA,NA
AEG45,3889,NA,NA
AEG45,3890,NA,NA
AEG45,3891,NA,NA
AEG45,3892,NA,NA
AEG45,3893,NA,NA
AEG45,3894,NA,NA
AEG45,3895,NA,NA
AEG45,3896,NA,NA
AEG45,3897,NA,NA
AEG45,3898,NA,NA
AEG45,3899,NA,NA
AEG45,3900,NA,NA
AEG45,3901,NA,NA
AEG45,3902,NA,NA
AEG45,3903,NA,NA
AEG45,3904,NA,NA
AEG45,3905,NA,NA
AEG45,3906,NA,NA
AEG45,3907,NA,NA
AEG45,3908,NA,NA
AEG45,3909,NA,NA
AEG45,3910,NA,NA
AEG45,3911,NA,NA
AEG45,3912,NA,NA
AEG45,3913,NA,NA
AEG45,3914,NA,NA
AEG45,3915,NA,NA
AEG45,3916,NA,NA
AEG45,3917,NA,NA
AEG45,3918,NA,NA
AEG45,3919,NA,NA
AEG45,3920,NA,NA
AEG45,3921,NA,NA
AEG45,3922,NA,NA
AEG45,3923,NA,NA
AEG45,3924,NA,NA
AEG45,3925,NA,NA
AEG45,3926,NA,NA
AEG45,3927,NA,NA
AEG45,3928,NA,NA
AEG45,3929,NA,NA
AEG45,3930,NA,NA
AEG45,3931,NA,NA
AEG45,3932,NA,NA
AEG45,3933,NA,NA
AEG45,3934,NA,NA
AEG45,3935,NA,NA
AEG45,3936,NA,NA
AEG45,3937,NA,NA
AEG45,3938,NA,NA
AEG45,3939,NA,NA
AEG45,3940,NA,NA
AEG45,3941,NA,NA
AEG45,3942,NA,NA
AEG45,3943,NA,NA
AEG45,3944,NA,NA
AEG45,3945,NA,NA
AEG45,3946,NA,NA
AEG45,3947,NA,NA
AEG45,3948,NA,NA
AEG45,3949,NA,NA
AEG45,3950,NA,NA
AEG45,3951,NA,NA
AEG45,3952,NA,NA
AEG45,3953,NA,NA
AEG45,3954,NA,NA
AEG45,3955,NA,NA
AEG45,3956,NA,NA
AEG45,3957,NA,NA
AEG45,3958,NA,NA
AEG45,3959,NA,NA
AEG45,3960,NA,NA
AEG45,3961,NA,NA
AEG45,3962,NA,NA
AEG45,3963,NA,NA
AEG45,3964,NA,NA
AEG45,3965,NA,NA
AEG45,3966,NA,NA
AEG45,3967,NA,NA
AEG45,3968,NA,NA
AEG45,3969,NA,NA
AEG45,3970,NA,NA
AEG45,3971,NA,NA
AEG45,3972,NA,NA
AEG45,3973,NA,NA
AEG45,3974,NA,NA
AEG45,3975,NA,NA
AEG45,3976,NA,NA
AEG45,3977,NA,NA
AEG45,3978,NA,NA
AEG45,3979,NA,NA
AEG45,3980,NA,NA
AEG45,3981,NA,NA
AEG45,3982,NA,NA
AEG45,3983,NA,NA
AEG45,3984,NA,NA
AEG45,3985,NA,NA
AEG45,3986,NA,NA
AEG45,3987,NA,NA
AEG45,3988,NA,NA
AEG45,3989,NA,NA
AEG45,3990,NA,NA
AEG45,3991,NA,NA
AEG45,3992,NA,NA
AEG45,3993,NA,NA
AEG45,3994,NA,NA
AEG45,3995,NA,NA
AEG45,3996,NA,NA
AEG45,3997,NA,NA
AEG45,3998,NA,NA
AEG45,3999,NA,NA
AEG45,4000,NA,NA
AEG45,4001,NA,NA
AEG45,4002,NA,NA
AEG45,4003,NA,NA
AEG45,4004,NA,NA
AEG45,4005,NA,NA
AEG45,4006,NA,NA
AEG45,4007,NA,NA
AEG45,4008,NA,NA
AEG45,4009,NA,NA
AEG45,4010,NA,NA
AEG45,4011,NA,NA
AEG45,4012,NA,NA
AEG45,4013,NA,NA
AEG45,4014,NA,NA
AEG45,4015,NA,NA
AEG45,4016,NA,NA
AEG45,4017,NA,NA
AEG45,4018,NA,NA
AEG45,4019,NA,NA
AEG45,4020,NA,NA
AEG45,4021,NA,NA
AEG45,4022,NA,NA
AEG45,4023,NA,NA
AEG45,4024,NA,NA
AEG45,4025,NA,NA
AEG45,4026,NA,NA
AEG45,4027,NA,NA
AEG45,4028,NA,NA
AEG45,4029,NA,NA
AEG45,4030,NA,NA
AEG45,4031,NA,NA
AEG45,4032,NA,NA
AEG45,4033,NA,NA
AEG45,4034,NA,NA
AEG45,4035,NA,NA
AEG45,4036,NA,NA
AEG45,4037,NA,NA
AEG45,4038,NA,NA
AEG45,4039,NA,NA
AEG45,4040,NA,NA
AEG45,4041,NA,NA
AEG45,4042,NA,NA
AEG45,4043,NA,NA
AEG45,4044,NA,NA
AEG45,4045,NA,NA
AEG45,4046,NA,NA
AEG45,4047,NA,NA
AEG45,4048,NA,NA
AEG45,4049,NA,NA
AEG45,4050,NA,NA
AEG45,4051,NA,NA
AEG45,4052,NA,NA
AEG45,4053,NA,NA
AEG45,4054,NA,NA
AEG45,4055,NA,NA
AEG45,4056,NA,NA
AEG45,4057,NA,NA
AEG45,4058,NA,NA
AEG45,4059,NA,NA
AEG45,4060,NA,NA
AEG45,4061,NA,NA
AEG45,4062,NA,NA
AEG45,4063,NA,NA
AEG45,4064,NA,NA
AEG45,4065,NA,NA
AEG45,4066,NA,NA
AEG45,4067,NA,NA
AEG45,4068,NA,NA
AEG45,4069,NA,NA
AEG45,4070,NA,NA
AEG45,4071,NA,NA
AEG45,4072,NA,NA
AEG45,4073,NA,NA
AEG45,4074,NA,NA
AEG45,4075,NA,NA
AEG45,4076,NA,NA
AEG45,4077,NA,NA
AEG45,4078,NA,NA
AEG45,4079,NA,NA
AEG45,4080,NA,NA
AEG45,4081,NA,NA
AEG45,4082,NA,NA
AEG45,4083,NA,NA
AEG45,4084,NA,NA
AEG45,4085,NA,NA
AEG45,4086,NA,NA
AEG45,4087,NA,NA
AEG45,4088,NA,NA
AEG45,4089,NA,NA
AEG45,4090,NA,NA
AEG45,4091,NA,NA
AEG45,4092,NA,NA
AEG45,4093,NA,NA
AEG45,4094,NA,NA
AEG45,4095,NA,NA
AEG45,4096,NA,NA
AEG45,4097,NA,NA
AEG45,4098,NA,NA
AEG45,4099,NA,NA
AEG45,4100,NA,NA
AEG45,4101,NA,NA
AEG45,4102,NA,NA
AEG45,4103,NA,NA
AEG45,4104,NA,NA
AEG45,4105,NA,NA
AEG45,4106,NA,NA
AEG45,4107,NA,NA
AEG45,4108,NA,NA
AEG45,4109,NA,NA
AEG45,4110,NA,NA
AEG45,4111,NA,NA
AEG45,4112,NA,NA
AEG45,4113,NA,NA
AEG45,4114,NA,NA
AEG45,4115,NA,NA
AEG45,4116,NA,NA
AEG45,4117,NA,NA
AEG45,4118,NA,NA
AEG45,4119,NA,NA
AEG45,4120,NA,NA
AEG45,4121,NA,NA
AEG45,4122,NA,NA
AEG45,4123,NA,NA
AEG45,4124,NA,NA
AEG45,4125,NA,NA
AEG45,4126,NA,NA
AEG45,4127,NA,NA
AEG45,4128,NA,NA
AEG45,4129,NA,NA
AEG45,4130,NA,NA
AEG45,4131,NA,NA
AEG45,4132,NA,NA
AEG45,4133,NA,NA
AEG45,4134,NA,NA
AEG45,4135,NA,NA
AEG45,4136,NA,NA
AEG45,4137,NA,NA
AEG45,4138,NA,NA
AEG45,4139,NA,NA
AEG45,4140,NA,NA
AEG45,4141,NA,NA
AEG45,4142,NA,NA
AEG45,4143,NA,NA
AEG45,4144,NA,NA
AEG45,4145,NA,NA
AEG45,4146,NA,NA
AEG45,4147,NA,NA
AEG45,4148,NA,NA
AEG45,4149,NA,NA
AEG45,4150,NA,NA
AEG45,4151,NA,NA
AEG45,4152,NA,NA
AEG45,4153,NA,NA
AEG45,4154,NA,NA
AEG45,4155,NA,NA
AEG45,4156,NA,NA
AEG45,4157,NA,NA
AEG45,4158,NA,NA
AEG45,4159,NA,NA
AEG45,4160,NA,NA
AEG45,4161,NA,NA
AEG45,4162,NA,NA
AEG45,4163,NA,NA
AEG45,4164,NA,NA
AEG45,4165,NA,NA
AEG45,4166,NA,NA
AEG45,4167,NA,NA
AEG45,4168,NA,NA
AEG45,4169,NA,NA
AEG45,4170,NA,NA
AEG45,4171,NA,NA
AEG45,4172,NA,NA
AEG45,4173,NA,NA
AEG45,4174,NA,NA
AEG45,4175,NA,NA
AEG45,4176,NA,NA
AEG45,4177,NA,NA
AEG45,4178,NA,NA
AEG45,4179,NA,NA
AEG45,4180,NA,NA
AEG45,4181,NA,NA
AEG45,4182,NA,NA
AEG45,4183,NA,NA
AEG45,4184,NA,NA
AEG45,4185,NA,NA
AEG45,4186,NA,NA
AEG45,4187,NA,NA
AEG45,4188,NA,NA
AEG45,4189,NA,NA
AEG45,4190,NA,NA
AEG45,4191,NA,NA
AEG45,4192,NA,NA
AEG45,4193,NA,NA
AEG45,4194,NA,NA
AEG45,4195,NA,NA
AEG45,4196,NA,NA
AEG45,4197,NA,NA
AEG45,4198,NA,NA
AEG45,4199,NA,NA
AEG45,4200,NA,NA
AEG45,4201,NA,NA
AEG45,4202,NA,NA
AEG45,4203,NA,NA
AEG45,4204,NA,NA
AEG45,4205,NA,NA
AEG45,4206,NA,NA
AEG45,4207,NA,NA
AEG45,4208,NA,NA
AEG45,4209,NA,NA
AEG45,4210,NA,NA
AEG45,4211,NA,NA
AEG45,4212,NA,NA
AEG45,4213,NA,NA
AEG45,4214,NA,NA
AEG45,4215,NA,NA
AEG45,4216,NA,NA
AEG45,4217,NA,NA
AEG45,4218,NA,NA
AEG45,4219,NA,NA
AEG45,4220,NA,NA
AEG45,4221,NA,NA
AEG45,4222,NA,NA
AEG45,4223,NA,NA
AEG45,4224,NA,NA
AEG45,4225,NA,NA
AEG45,4226,NA,NA
AEG45,4227,NA,NA
AEG45,4228,NA,NA
AEG45,4229,NA,NA
AEG45,4230,NA,NA
AEG45,4231,NA,NA
AEG45,4232,NA,NA
AEG45,4233,NA,NA
AEG45,4234,NA,NA
AEG45,4235,NA,NA
AEG45,4236,NA,NA
AEG45,4237,NA,NA
AEG45,4238,NA,NA
AEG45,4239,NA,NA
AEG45,4240,NA,NA
AEG45,4241,NA,NA
AEG45,4242,NA,NA
AEG45,4243,NA,NA
AEG45,4244,NA,NA
AEG45,4245,NA,NA
AEG45,4246,NA,NA
AEG45,4247,NA,NA
AEG45,4248,NA,NA
AEG45,4249,NA,NA
AEG45,4250,NA,NA
AEG45,4251,NA,NA
AEG45,4252,NA,NA
AEG45,4253,NA,NA
AEG45,4254,NA,NA
AEG45,4255,NA,NA
AEG45,4256,NA,NA
AEG45,4257,NA,NA
AEG45,4258,NA,NA
AEG45,4259,NA,NA
AEG45,4260,NA,NA
AEG45,4261,NA,NA
AEG45,4262,NA,NA
AEG45,4263,NA,NA
AEG45,4264,NA,NA
AEG45,4265,NA,NA
AEG45,4266,NA,NA
AEG45,4267,NA,NA
AEG45,4268,NA,NA
AEG45,4269,NA,NA
AEG45,4270,NA,NA
AEG45,4271,NA,NA
AEG45,4272,NA,NA
AEG45,4273,NA,NA
AEG45,4274,NA,NA
AEG45,4275,NA,NA
AEG45,4276,NA,NA
AEG45,4277,NA,NA
AEG45,4278,NA,NA
AEG45,4279,NA,NA
AEG45,4280,NA,NA
AEG45,4281,NA,NA
AEG45,4282,NA,NA
AEG45,4283,NA,NA
AEG45,4284,NA,NA
AEG45,4285,NA,NA
AEG45,4286,NA,NA
AEG45,4287,NA,NA
AEG45,4288,NA,NA
AEG45,4289,NA,NA
AEG45,4290,NA,NA
AEG45,4291,NA,NA
AEG45,4292,NA,NA
AEG45,4293,NA,NA
AEG45,4294,NA,NA
AEG45,4295,NA,NA
AEG45,4296,NA,NA
AEG45,4297,NA,NA
AEG45,4298,NA,NA
AEG45,4299,NA,NA
AEG45,4300,NA,NA
AEG45,4301,NA,NA
AEG45,4302,NA,NA
AEG45,4303,NA,NA
AEG45,4304,NA,NA
AEG45,4305,NA,NA
AEG45,4306,NA,NA
AEG45,4307,NA,NA
AEG45,4308,NA,NA
AEG45,4309,NA,NA
AEG45,4310,NA,NA
AEG45,4311,NA,NA
AEG45,4312,NA,NA
AEG45,4313,NA,NA
AEG45,4314,NA,NA
AEG45,4315,NA,NA
AEG45,4316,NA,NA
AEG45,4317,NA,NA
AEG45,4318,NA,NA
AEG45,4319,NA,NA
AEG45,4320,NA,NA
AEG45,4321,NA,NA
AEG45,4322,NA,NA
AEG45,4323,NA,NA
AEG45,4324,NA,NA
AEG45,4325,NA,NA
AEG45,4326,NA,NA
AEG45,4327,NA,NA
AEG45,4328,NA,NA
AEG45,4329,NA,NA
AEG45,4330,NA,NA
AEG45,4331,NA,NA
AEG45,4332,NA,NA
AEG45,4333,NA,NA
AEG45,4334,NA,NA
AEG45,4335,NA,NA
AEG45,4336,NA,NA
AEG45,4337,NA,NA
AEG45,4338,NA,NA
AEG45,4339,NA,NA
AEG45,4340,NA,NA
AEG45,4341,NA,NA
AEG45,4342,NA,NA
AEG45,4343,NA,NA
AEG45,4344,NA,NA
AEG45,4345,NA,NA
AEG45,4346,NA,NA
AEG45,4347,NA,NA
AEG45,4348,NA,NA
AEG45,4349,NA,NA
AEG45,4350,NA,NA
AEG45,4351,NA,NA
AEG45,4352,NA,NA
AEG45,4353,NA,NA
AEG45,4354,NA,NA
AEG45,4355,NA,NA
AEG45,4356,NA,NA
AEG45,4357,NA,NA
AEG45,4358,NA,NA
AEG45,4359,NA,NA
AEG45,4360,NA,NA
AEG45,4361,NA,NA
AEG45,4362,NA,NA
AEG45,4363,NA,NA
AEG45,4364,NA,NA
AEG45,4365,NA,NA
AEG45,4366,NA,NA
AEG45,4367,NA,NA
AEG45,4368,NA,NA
AEG45,4369,NA,NA
AEG45,4370,NA,NA
AEG45,4371,NA,NA
AEG45,4372,NA,NA
AEG45,4373,NA,NA
AEG45,4374,NA,NA
AEG45,4375,NA,NA
AEG45,4376,NA,NA
AEG45,4377,NA,NA
AEG45,4378,NA,NA
AEG45,4379,NA,NA
AEG45,4380,NA,NA
AEG45,4381,NA,NA
AEG45,4382,NA,NA
AEG45,4383,NA,NA
AEG45,4384,NA,NA
AEG45,4385,NA,NA
AEG45,4386,NA,NA
AEG45,4387,NA,NA
AEG45,4388,NA,NA
AEG45,4389,NA,NA
AEG45,4390,NA,NA
AEG45,4391,NA,NA
AEG45,4392,NA,NA
AEG45,4393,NA,NA
AEG45,4394,NA,NA
AEG45,4395,NA,NA
AEG45,4396,NA,NA
AEG45,4397,NA,NA
AEG45,4398,NA,NA
AEG45,4399,NA,NA
AEG45,4400,NA,NA
AEG45,4401,NA,NA
AEG45,4402,NA,NA
AEG45,4403,NA,NA
AEG45,4404,NA,NA
AEG45,4405,NA,NA
AEG45,4406,NA,NA
AEG45,4407,NA,NA
AEG45,4408,NA,NA
AEG45,4409,NA,NA
AEG45,4410,NA,NA
AEG45,4411,NA,NA
AEG45,4412,NA,NA
AEG45,4413,NA,NA
AEG45,4414,NA,NA
AEG45,4415,NA,NA
AEG45,4416,NA,NA
AEG45,4417,NA,NA
AEG45,4418,NA,NA
AEG45,4419,NA,NA
AEG45,4420,NA,NA
AEG45,4421,NA,NA
AEG45,4422,NA,NA
AEG45,4423,NA,NA
AEG45,4424,NA,NA
AEG45,4425,NA,NA
AEG45,4426,NA,NA
AEG45,4427,NA,NA
AEG45,4428,NA,NA
AEG45,4429,NA,NA
AEG45,4430,NA,NA
AEG45,4431,NA,NA
AEG45,4432,NA,NA
AEG45,4433,NA,NA
AEG45,4434,NA,NA
